sample,raw_x,raw_y,raw_z,g_x,g_y
664,-59,-3,16461,-0.003620,-0.000205
665,-135,47,16399,-0.008278,0.002921
666,-127,60,16432,-0.007784,0.003667
667,-20,64,16424,-0.001257,0.003917
668,-66,68,16404,-0.004029,0.004154
669,-162,112,16371,-0.009905,0.006870
670,6,9,16423,0.000401,0.000567
671,-14,72,16361,-0.000873,0.004412
672,-58,127,16438,-0.003562,0.007802
673,-83,-20,16404,-0.005098,-0.001236
674,26,74,16335,0.001637,0.004529
675,7,36,16393,0.000458,0.002243
676,112,47,16418,0.006840,0.002884
677,20,20,16397,0.001235,0.001266
678,23,56,16421,0.001421,0.003443
679,0,154,16384,0.000039,0.009434
680,53,1,16373,0.003270,0.000063
681,48,4,16405,0.002973,0.000281
682,84,-3,16408,0.005127,-0.000194
683,1,144,16400,0.000078,0.008803
684,9,34,16439,0.000600,0.002132
685,11,54,16389,0.000727,0.003329
686,78,33,16418,0.004789,0.002074
687,117,5,16413,0.007155,0.000314
688,24,37,16374,0.001519,0.002297
689,30,167,16380,0.001847,0.010223
690,70,112,16414,0.004279,0.006861
691,45,0,16463,0.002805,-0.000046
692,108,70,16429,0.006593,0.004276
693,-46,-5,16373,-0.002837,-0.000349
694,26,-55,16340,0.001608,-0.003378
695,31,78,16435,0.001897,0.004809
696,-42,82,16415,-0.002574,0.005024
697,26,73,16446,0.001625,0.004471
698,30,-4,16397,0.001884,-0.000293
699,67,6,16428,0.004126,0.000398
700,133,47,16441,0.008152,0.002925
701,67,26,16409,0.004147,0.001626
702,30,-15,16410,0.001843,-0.000955
703,78,-79,16422,0.004802,-0.004857
704,133,1,16435,0.008142,0.000115
705,33,45,16422,0.002072,0.002785
706,37,-69,16447,0.002257,-0.004269
707,108,16,16412,0.006638,0.001018
708,69,-2,16391,0.004256,-0.000122
709,111,15,16472,0.006804,0.000918
710,77,17,16409,0.004747,0.001072
711,111,-62,16410,0.006804,-0.003833
712,24,-111,16423,0.001490,-0.006802
713,72,-61,16426,0.004440,-0.003746
714,60,5,16415,0.003711,0.000335
715,8,-67,16425,0.000548,-0.004139
716,-10,-78,16424,-0.000655,-0.004767
717,97,-136,16430,0.005919,-0.008312
718,42,36,16368,0.002623,0.002255
719,6,-10,16472,0.000411,-0.000670
720,48,-15,16422,0.002981,-0.000972
721,105,-8,16440,0.006434,-0.000503
722,-65,-29,16392,-0.004021,-0.001789
723,-31,-71,16414,-0.001907,-0.004354
724,-7,-68,16409,-0.000432,-0.004203
725,106,-83,16462,0.006466,-0.005073
726,43,66,16411,0.002670,0.004048
727,63,-36,16444,0.003858,-0.002242
728,-35,-87,16409,-0.002136,-0.005343
729,-38,-42,16414,-0.002350,-0.002584
730,33,-115,16419,0.002074,-0.007029
731,10,8,16456,0.000624,0.000514
732,29,-97,16378,0.001813,-0.005973
733,-11,-40,16392,-0.000679,-0.002464
734,7,-12,16376,0.000436,-0.000735
735,-3,-44,16397,-0.000206,-0.002731
736,22,-58,16403,0.001374,-0.003541
737,19,-60,16383,0.001186,-0.003720
738,-104,-62,16404,-0.006367,-0.003837
739,-139,-86,16372,-0.008516,-0.005302
740,15,-78,16396,0.000969,-0.004813
741,20,17,16450,0.001272,0.001093
742,-91,-58,16430,-0.005601,-0.003542
743,-137,-89,16424,-0.008358,-0.005434
744,-44,-73,16395,-0.002712,-0.004476
745,-7,8,16381,-0.000438,0.000533
746,31,-9,16390,0.001951,-0.000573
747,-34,-12,16416,-0.002092,-0.000743
748,-81,-49,16438,-0.004944,-0.003012
749,-109,-5,16438,-0.006684,-0.000329
750,-67,-61,16431,-0.004133,-0.003782
751,-85,-39,16397,-0.005215,-0.002426
752,-122,24,16415,-0.007498,0.001471
753,25,22,16406,0.001572,0.001398
754,11,-64,16408,0.000674,-0.003954
755,-22,-54,16462,-0.001365,-0.003354
756,-124,-3,16368,-0.007612,-0.000238
757,-38,79,16405,-0.002346,0.004839
758,-49,-96,16440,-0.003037,-0.005860
759,-59,15,16373,-0.003658,0.000948
760,-20,-62,16392,-0.001250,-0.003789
761,-50,-21,16394,-0.003090,-0.001339
762,-45,-5,16401,-0.002758,-0.000306
763,-49,-4,16366,-0.003033,-0.000254
764,-63,-6,16419,-0.003871,-0.000376
765,-166,23,16420,-0.010178,0.001460
766,-73,0,16415,-0.004495,0.000042
767,-103,-41,16381,-0.006317,-0.002536
768,-137,71,16403,-0.008377,0.004388
769,10,73,16378,0.000634,0.004499
770,15,81,16391,0.000916,0.004953
771,0,-33,16451,-0.000039,-0.002022
772,-52,60,16400,-0.003184,0.003665
773,4,81,16367,0.000282,0.004955
774,-58,0,16400,-0.003542,-0.000017
775,-45,53,16362,-0.002767,0.003244
776,-105,49,16364,-0.006441,0.002997
777,-28,147,16367,-0.001746,0.008991
778,-41,153,16381,-0.002522,0.009345
779,-104,-21,16414,-0.006369,-0.001325
780,-38,184,16404,-0.002364,0.011234
781,-35,17,16402,-0.002192,0.001079
782,60,111,16361,0.003703,0.006827
783,20,112,16374,0.001262,0.006844
784,-18,16,16393,-0.001113,0.000981
785,-2,89,16370,-0.000124,0.005470
786,-7,60,16378,-0.000457,0.003677
787,-15,92,16395,-0.000917,0.005659
788,-53,76,16374,-0.003273,0.004672
789,-3,123,16388,-0.000196,0.007541
790,-27,67,16420,-0.001699,0.004136
791,-48,54,16376,-0.002931,0.003353
792,43,116,16408,0.002631,0.007078
793,41,89,16392,0.002546,0.005453
794,-60,95,16342,-0.003718,0.005817
795,25,25,16350,0.001538,0.001526
796,84,4,16356,0.005152,0.000270
797,91,25,16354,0.005594,0.001579
798,94,21,16372,0.005738,0.001285
799,49,87,16389,0.003012,0.005361
800,9,94,16404,0.000586,0.005776
801,1,36,16380,0.000086,0.002220
802,75,111,16361,0.004576,0.006806
803,79,105,16320,0.004874,0.006438
804,127,47,16372,0.007780,0.002875
805,121,-8,16370,0.007388,-0.000515
806,63,106,16373,0.003848,0.006476
807,10,22,16420,0.000654,0.001361
808,58,28,16398,0.003558,0.001711
809,86,1,16386,0.005282,0.000098
810,67,-29,16343,0.004123,-0.001771
811,50,-61,16353,0.003080,-0.003730
812,92,38,16363,0.005641,0.002350
813,56,-34,16346,0.003424,-0.002124
814,50,150,16377,0.003089,0.009179
815,97,-57,16373,0.005929,-0.003485
816,62,-69,16337,0.003794,-0.004224
817,93,14,16393,0.005722,0.000854
818,94,60,16365,0.005782,0.003690
819,24,-15,16320,0.001502,-0.000923
820,56,6,16361,0.003418,0.000384
821,149,-115,16369,0.009102,-0.007074
822,19,-62,16386,0.001213,-0.003783
823,-28,-84,16353,-0.001755,-0.005172
824,-18,-128,16381,-0.001110,-0.007830
825,72,-32,16365,0.004430,-0.001982
826,70,-151,16328,0.004288,-0.009241
827,60,-109,16326,0.003682,-0.006652
828,123,-73,16388,0.007504,-0.004460
829,-71,-90,16390,-0.004343,-0.005497
830,76,-32,16368,0.004666,-0.001958
831,130,-38,16397,0.007954,-0.002365
832,-5,-11,16386,-0.000333,-0.000725
833,27,-20,16377,0.001681,-0.001262
834,5,-3,16338,0.000324,-0.000199
835,-5,-60,16403,-0.000347,-0.003717
836,18,-47,16374,0.001104,-0.002880
837,100,-38,16351,0.006105,-0.002322
838,115,-57,16344,0.007068,-0.003485
839,4,-84,16367,0.000277,-0.005143
840,110,-81,16320,0.006724,-0.004978
841,13,-105,16378,0.000837,-0.006449
842,93,-44,16338,0.005710,-0.002735
843,-1,-70,16371,-0.000113,-0.004272
844,4,-97,16349,0.000277,-0.005957
845,11,-97,16356,0.000698,-0.005919
846,145,-123,16344,0.008857,-0.007516
847,26,-14,16359,0.001595,-0.000888
848,-55,-57,16410,-0.003357,-0.003516
849,22,-102,16398,0.001400,-0.006256
850,-46,-18,16373,-0.002860,-0.001146
851,-57,-84,16364,-0.003506,-0.005145
852,7,-124,16386,0.000434,-0.007565
853,-40,-2,16393,-0.002446,-0.000152
854,-31,-76,16346,-0.001943,-0.004688
855,-48,-68,16365,-0.002968,-0.004153
856,-36,-43,16322,-0.002221,-0.002644
857,-35,13,16395,-0.002166,0.000828
858,-154,-38,16419,-0.009452,-0.002364
859,-29,-95,16371,-0.001829,-0.005837
860,-113,-6,16317,-0.006951,-0.000417
861,-139,-54,16385,-0.008495,-0.003306
862,-73,65,16349,-0.004493,0.004016
863,-68,-23,16355,-0.004201,-0.001442
864,-109,-130,16388,-0.006655,-0.007930
865,-35,1,16379,-0.002188,0.000064
866,-144,82,16362,-0.008800,0.005046
867,-99,68,16359,-0.006071,0.004164
868,-109,84,16378,-0.006666,0.005154
869,-83,-52,16366,-0.005096,-0.003172
870,-68,46,16350,-0.004149,0.002850
871,-131,-29,16370,-0.008023,-0.001827
872,-46,20,16387,-0.002824,0.001237
873,-78,-49,16375,-0.004789,-0.003032
874,-174,-15,16346,-0.010619,-0.000925
875,-176,-13,16405,-0.010769,-0.000803
876,-79,67,16315,-0.004864,0.004134
877,-88,66,16372,-0.005408,0.004050
878,-81,43,16369,-0.004959,0.002682
879,-75,-32,16388,-0.004621,-0.002002
880,-61,21,16399,-0.003734,0.001305
881,-23,3,16414,-0.001428,0.000185
882,-122,85,16370,-0.007450,0.005209
883,-122,103,16403,-0.007466,0.006302
884,-115,99,16394,-0.007050,0.006096
885,-44,13,16348,-0.002712,0.000811
886,5,-82,16438,0.000360,-0.005003
887,-73,-32,16357,-0.004455,-0.001955
888,-171,126,16403,-0.010442,0.007729
889,-128,38,16403,-0.007815,0.002368
890,-81,23,16402,-0.004960,0.001416
891,-63,142,16384,-0.003884,0.008680
892,-52,124,16417,-0.003178,0.007620
893,-25,64,16359,-0.001574,0.003958
894,-38,50,16397,-0.002356,0.003052
895,32,58,16386,0.002001,0.003571
896,-47,76,16384,-0.002898,0.004671
897,-52,144,16412,-0.003177,0.008800
898,18,86,16429,0.001128,0.005264
899,-75,100,16395,-0.004632,0.006158
900,23,122,16423,0.001427,0.007459
901,13,6,16406,0.000847,0.000401
902,6,100,16384,0.000378,0.006121
903,96,47,16400,0.005862,0.002906
904,-8,-62,16400,-0.000495,-0.003837
905,128,-45,16391,0.007823,-0.002763
906,20,7,16419,0.001230,0.000465
907,-27,81,16416,-0.001666,0.005000
908,43,59,16371,0.002626,0.003623
909,-9,60,16371,-0.000569,0.003700
910,10,145,16423,0.000640,0.008856
911,70,-15,16393,0.004312,-0.000959
912,82,42,16421,0.005004,0.002603
913,27,56,16433,0.001676,0.003426
914,109,2,16384,0.006699,0.000124
915,121,36,16381,0.007391,0.002230
916,137,-46,16457,0.008397,-0.002849
917,95,98,16426,0.005832,0.005980
918,138,-8,16407,0.008477,-0.000501
919,-18,121,16395,-0.001127,0.007427
920,60,16,16406,0.003676,0.001020
921,34,65,16390,0.002128,0.003982
922,84,8,16442,0.005171,0.000516
923,51,5,16401,0.003168,0.000360
924,72,-25,16448,0.004437,-0.001526
925,174,5,16411,0.010619,0.000357
926,73,11,16396,0.004485,0.000728
927,102,-45,16412,0.006241,-0.002805
928,70,-17,16358,0.004292,-0.001051
929,85,-44,16420,0.005190,-0.002728
930,80,94,16419,0.004938,0.005782
931,101,-26,16444,0.006207,-0.001602
932,135,50,16378,0.008284,0.003092
933,158,-38,16453,0.009641,-0.002337
934,90,-19,16445,0.005524,-0.001173
935,102,-100,16456,0.006245,-0.006109
936,14,-60,16424,0.000890,-0.003674
937,64,-30,16450,0.003932,-0.001881
938,112,33,16389,0.006856,0.002073
939,105,-35,16443,0.006459,-0.002182
940,70,18,16407,0.004310,0.001148
941,100,-20,16385,0.006137,-0.001225
942,77,26,16398,0.004742,0.001600
943,109,-58,16426,0.006651,-0.003583
944,60,59,16405,0.003689,0.003651
945,24,-83,16435,0.001516,-0.005077
946,54,-98,16381,0.003344,-0.006011
947,-109,-121,16373,-0.006709,-0.007420
948,48,51,16459,0.002971,0.003137
949,-153,-23,16448,-0.009389,-0.001452
950,-63,-81,16399,-0.003886,-0.004954
951,38,-3,16425,0.002364,-0.000233
952,35,-31,16450,0.002163,-0.001933
953,-49,31,16435,-0.003038,0.001899
954,-32,-141,16428,-0.001969,-0.008633
955,65,-78,16451,0.003996,-0.004764
956,-30,-87,16406,-0.001851,-0.005320
957,99,-160,16424,0.006049,-0.009806
958,-15,-10,16423,-0.000965,-0.000644
959,0,-74,16416,-0.000011,-0.004563
960,54,-23,16413,0.003343,-0.001449
961,-22,57,16424,-0.001382,0.003508
962,-82,-74,16422,-0.005043,-0.004524
963,-42,-75,16395,-0.002621,-0.004609
964,-43,-46,16440,-0.002646,-0.002860
965,-112,-1,16396,-0.006873,-0.000115
966,-61,-75,16414,-0.003777,-0.004627
967,-89,-76,16411,-0.005457,-0.004661
968,-10,9,16427,-0.000668,0.000572
969,-57,-21,16365,-0.003537,-0.001288
970,-76,-137,16439,-0.004677,-0.008374
971,-70,-93,16400,-0.004323,-0.005725
972,-57,43,16446,-0.003498,0.002653
973,-40,-7,16403,-0.002467,-0.000442
974,-122,-61,16413,-0.007452,-0.003725
975,-126,-28,16461,-0.007699,-0.001737
976,-22,-15,16406,-0.001367,-0.000968
977,-98,23,16443,-0.006010,0.001420
978,-149,-76,16412,-0.009100,-0.004639
979,-58,-46,16421,-0.003579,-0.002862
980,-58,11,16411,-0.003566,0.000706
981,-157,-3,16430,-0.009578,-0.000186
982,-70,33,16391,-0.004311,0.002055
983,-45,-51,16383,-0.002790,-0.003124
984,-63,30,16391,-0.003855,0.001859
985,-49,70,16408,-0.003047,0.004283
986,-149,44,16399,-0.009106,0.002686
987,-62,30,16421,-0.003834,0.001856
988,-92,22,16435,-0.005653,0.001360
989,-99,-10,16378,-0.006097,-0.000653
990,-31,30,16383,-0.001926,0.001833
991,0,98,16365,0.000027,0.006019
992,18,33,16449,0.001112,0.002067
993,-2,-1,16406,-0.000173,-0.000069
994,-70,21,16409,-0.004279,0.001291
995,-44,57,16364,-0.002712,0.003529
996,-20,32,16396,-0.001278,0.001956
997,-49,76,16407,-0.003011,0.004672
998,-45,80,16388,-0.002769,0.004914
999,-7,100,16419,-0.000465,0.006131
1000,-47,128,16449,-0.002881,0.007842
1001,-76,109,16368,-0.004649,0.006655
1002,-56,15,16365,-0.003454,0.000950
1003,0,18,16368,-0.000051,0.001114
1004,-27,59,16428,-0.001681,0.003657
1005,-6,42,16413,-0.000400,0.002579
1006,14,9,16383,0.000863,0.000553
1007,-32,43,16386,-0.001995,0.002665
1008,27,42,16365,0.001679,0.002576
1009,13,32,16406,0.000828,0.001981
1010,-61,49,16374,-0.003730,0.003033
1011,75,122,16376,0.004584,0.007487
1012,-15,73,16396,-0.000963,0.004508
1013,-67,184,16376,-0.004145,0.011272
1014,-33,70,16374,-0.002037,0.004302
1015,-27,46,16379,-0.001691,0.002841
1016,29,59,16397,0.001798,0.003634
1017,17,70,16417,0.001085,0.004289
1018,18,77,16391,0.001154,0.004712
1019,70,155,16395,0.004275,0.009512
1020,60,10,16370,0.003680,0.000611
1021,63,91,16356,0.003843,0.005580
1022,71,56,16389,0.004351,0.003472
1023,85,-33,16377,0.005186,-0.002028
1024,-45,79,16337,-0.002781,0.004825
1025,43,100,16363,0.002643,0.006136
1026,-42,-6,16368,-0.002622,-0.000426
1027,68,31,16357,0.004196,0.001924
1028,69,-56,16405,0.004230,-0.003426
1029,123,-36,16380,0.007524,-0.002233
1030,132,73,16401,0.008079,0.004477
1031,85,-4,16374,0.005238,-0.000282
1032,52,-39,16369,0.003228,-0.002428
1033,102,22,16343,0.006269,0.001364
1034,54,-18,16366,0.003299,-0.001115
1035,80,-19,16365,0.004931,-0.001186
1036,130,36,16331,0.007931,0.002218
1037,54,-60,16351,0.003321,-0.003712
1038,121,-51,16356,0.007417,-0.003168
1039,115,-3,16373,0.007021,-0.000214
1040,34,32,16374,0.002098,0.002010
1041,128,42,16348,0.007842,0.002597
1042,114,-54,16374,0.006958,-0.003328
1043,83,20,16357,0.005094,0.001268
1044,39,-67,16291,0.002412,-0.004103
1045,33,57,16349,0.002017,0.003528
1046,46,-90,16388,0.002863,-0.005547
1047,97,27,16320,0.005971,0.001653
1048,21,-73,16363,0.001329,-0.004482
1049,87,54,16400,0.005348,0.003355
1050,2,-17,16342,0.000136,-0.001074
1051,50,-99,16360,0.003063,-0.006051
1052,62,-77,16328,0.003807,-0.004714
1053,173,-15,16400,0.010605,-0.000938
1054,-17,-4,16358,-0.001082,-0.000248
1055,118,-61,16361,0.007237,-0.003731
1056,49,-57,16393,0.003032,-0.003487
1057,58,-23,16377,0.003570,-0.001436
1058,39,-55,16339,0.002438,-0.003395
1059,51,-126,16345,0.003156,-0.007737
1060,17,-104,16373,0.001095,-0.006349
1061,92,-53,16345,0.005647,-0.003246
1062,-5,-5,16309,-0.000360,-0.000334
1063,67,13,16360,0.004127,0.000852
1064,-24,-27,16325,-0.001484,-0.001661
1065,0,-51,16401,-0.000014,-0.003128
1066,-54,-28,16366,-0.003332,-0.001721
1067,15,-97,16340,0.000966,-0.005933
1068,59,-71,16345,0.003655,-0.004344
1069,-19,-103,16316,-0.001191,-0.006297
1070,-29,-122,16336,-0.001826,-0.007499
1071,-79,-43,16389,-0.004851,-0.002667
1072,-40,-49,16419,-0.002463,-0.003015
1073,-111,-22,16382,-0.006815,-0.001401
1074,-82,-27,16363,-0.005030,-0.001707
1075,-30,-40,16355,-0.001859,-0.002488
1076,19,-23,16343,0.001178,-0.001406
1077,88,-50,16417,0.005418,-0.003055
1078,-81,-25,16363,-0.004990,-0.001529
1079,14,-78,16420,0.000865,-0.004778
1080,-47,-21,16403,-0.002910,-0.001315
1081,-70,-3,16326,-0.004283,-0.000235
1082,-44,-66,16353,-0.002707,-0.004058
1083,-65,-27,16354,-0.003982,-0.001696
1084,-65,-57,16369,-0.003986,-0.003518
1085,-93,-49,16370,-0.005678,-0.003018
1086,-143,-75,16446,-0.008769,-0.004600
1087,-152,45,16347,-0.009312,0.002789
1088,-46,39,16379,-0.002814,0.002410
1089,-93,17,16390,-0.005680,0.001048
1090,-109,91,16375,-0.006699,0.005577
1091,-80,-11,16379,-0.004931,-0.000681
1092,-42,150,16351,-0.002601,0.009208
1093,-73,-5,16380,-0.004458,-0.000343
1094,-114,21,16391,-0.006965,0.001330
1095,-21,-6,16387,-0.001299,-0.000406
1096,-3,34,16394,-0.000206,0.002125
1097,-55,61,16416,-0.003409,0.003732
1098,-31,17,16405,-0.001906,0.001097
1099,-16,114,16385,-0.001020,0.006978
1100,-20,42,16355,-0.001259,0.002569
1101,-44,46,16370,-0.002695,0.002860
1102,-42,-7,16380,-0.002616,-0.000487
1103,-44,60,16393,-0.002712,0.003679
1104,-121,36,16376,-0.007409,0.002198
1105,-30,15,16365,-0.001848,0.000943
1106,-128,9,16360,-0.007838,0.000597
1107,-97,181,16350,-0.005962,0.011092
1108,8,39,16385,0.000536,0.002426
1109,-10,-16,16356,-0.000640,-0.001026
1110,25,22,16368,0.001526,0.001369
1111,-57,56,16384,-0.003518,0.003417
1112,-97,87,16362,-0.005917,0.005308
1113,-48,88,16405,-0.002932,0.005417
1114,-27,95,16415,-0.001647,0.005855
1115,-23,31,16384,-0.001453,0.001950
1116,32,81,16388,0.001980,0.004954
1117,-36,21,16413,-0.002231,0.001339
1118,3,34,16383,0.000186,0.002131
1119,-58,20,16382,-0.003556,0.001246
1120,17,7,16432,0.001043,0.000431
1121,0,117,16425,-0.000016,0.007173
1122,-32,98,16419,-0.001992,0.006017
1123,-2,112,16427,-0.000168,0.006840
1124,4,65,16357,0.000267,0.003974
1125,4,100,16440,0.000287,0.006120
1126,109,-25,16417,0.006686,-0.001572
1127,22,101,16433,0.001346,0.006210
1128,19,66,16418,0.001175,0.004051
1129,-67,86,16411,-0.004128,0.005287
1130,-4,72,16404,-0.000266,0.004422
1131,30,3,16420,0.001871,0.000186
1132,13,-24,16404,0.000838,-0.001491
1133,119,11,16434,0.007266,0.000712
1134,46,71,16375,0.002842,0.004380
1135,121,75,16401,0.007408,0.004583
1136,64,-29,16465,0.003922,-0.001771
1137,66,-13,16400,0.004030,-0.000798
1138,62,-3,16410,0.003822,-0.000219
1139,69,11,16395,0.004256,0.000678
1140,156,-41,16426,0.009543,-0.002542
1141,-40,-48,16400,-0.002443,-0.002934
1142,-22,-22,16414,-0.001375,-0.001348
1143,50,18,16440,0.003100,0.001157
1144,79,-46,16403,0.004857,-0.002866
1145,113,1,16440,0.006953,0.000104
1146,104,55,16441,0.006355,0.003402
1147,62,-64,16447,0.003820,-0.003905
1148,131,-13,16425,0.008051,-0.000846
1149,132,42,16502,0.008090,0.002622
1150,90,-31,16449,0.005541,-0.001931
1151,128,-42,16431,0.007851,-0.002619
1152,94,38,16402,0.005738,0.002373
1153,52,-36,16421,0.003178,-0.002251
1154,112,29,16459,0.006882,0.001770
1155,82,-7,16466,0.005031,-0.000463
1156,75,-48,16461,0.004599,-0.002979
1157,145,-11,16444,0.008895,-0.000706
1158,-49,-22,16394,-0.003010,-0.001371
1159,0,9,16437,-0.000057,0.000550
1160,7,-70,16395,0.000474,-0.004330
1161,45,-44,16389,0.002772,-0.002725
1162,47,-52,16431,0.002912,-0.003187
1163,-17,-16,16439,-0.001044,-0.001035
1164,5,-104,16448,0.000314,-0.006358
1165,7,-5,16438,0.000467,-0.000355
1166,167,-34,16439,0.010193,-0.002120
1167,130,-124,16401,0.007988,-0.007572
1168,18,-1,16423,0.001101,-0.000087
1169,16,47,16389,0.000992,0.002912
1170,-26,-13,16376,-0.001625,-0.000851
1171,-68,6,16444,-0.004169,0.000371
1172,15,-60,16407,0.000934,-0.003696
1173,-32,-146,16446,-0.001985,-0.008965
1174,7,-156,16452,0.000476,-0.009529
1175,-71,-53,16409,-0.004351,-0.003234
1176,-34,-94,16439,-0.002119,-0.005766
1177,5,-110,16408,0.000330,-0.006711
1178,11,-67,16378,0.000700,-0.004121
1179,9,-33,16426,0.000572,-0.002038
1180,-80,-134,16411,-0.004921,-0.008183
1181,21,-83,16412,0.001329,-0.005099
1182,-64,14,16471,-0.003908,0.000862
1183,2,-111,16384,0.000124,-0.006798
1184,-33,-14,16431,-0.002068,-0.000855
1185,-105,-78,16396,-0.006421,-0.004800
1186,-57,-25,16443,-0.003488,-0.001579
1187,-27,3,16427,-0.001683,0.000216
1188,-19,-11,16429,-0.001171,-0.000703
1189,-59,0,16396,-0.003654,-0.000040
1190,18,-99,16399,0.001154,-0.006055
1191,-10,15,16440,-0.000618,0.000917
1192,-75,-78,16460,-0.004599,-0.004798
1193,-28,-20,16428,-0.001754,-0.001270
1194,26,-17,16394,0.001634,-0.001076
1195,25,-3,16423,0.001564,-0.000192
1196,-133,-7,16474,-0.008137,-0.000428
1197,-120,-61,16416,-0.007354,-0.003757
1198,-3,-82,16449,-0.000227,-0.005058
1199,-130,29,16394,-0.007948,0.001830
1200,-144,0,16410,-0.008818,-0.000007
1201,-104,50,16426,-0.006369,0.003109
1202,-60,-4,16420,-0.003696,-0.000247
1203,-86,-67,16390,-0.005293,-0.004102
1204,-113,53,16388,-0.006951,0.003238
1205,-115,-8,16432,-0.007019,-0.000547
1206,-116,29,16436,-0.007115,0.001813
1207,-124,-15,16443,-0.007582,-0.000934
1208,31,100,16449,0.001952,0.006158
1209,-64,-19,16407,-0.003935,-0.001191
1210,-34,10,16395,-0.002085,0.000635
1211,-100,35,16435,-0.006116,0.002174
1212,-83,-20,16419,-0.005095,-0.001228
1213,-107,52,16376,-0.006552,0.003231
1214,-200,119,16374,-0.012226,0.007260
1215,-135,18,16411,-0.008251,0.001129
1216,-153,64,16393,-0.009382,0.003953
1217,-172,-87,16396,-0.010519,-0.005322
1218,-117,48,16422,-0.007164,0.002959
1219,9,37,16413,0.000600,0.002277
1220,-54,14,16427,-0.003294,0.000890
1221,15,109,16345,0.000935,0.006708
1222,-24,42,16398,-0.001470,0.002593
1223,-1,51,16408,-0.000113,0.003135
1224,-80,42,16353,-0.004913,0.002621
1225,-6,-31,16373,-0.000381,-0.001926
1226,8,8,16368,0.000496,0.000489
1227,-51,111,16388,-0.003151,0.006816
1228,8,-38,16427,0.000531,-0.002362
1229,13,27,16435,0.000829,0.001691
1230,-36,45,16365,-0.002239,0.002800
1231,-60,151,16397,-0.003677,0.009227
1232,-58,103,16397,-0.003578,0.006286
1233,8,37,16392,0.000517,0.002280
1234,24,128,16391,0.001521,0.007824
1235,-25,26,16388,-0.001558,0.001635
1236,19,111,16421,0.001177,0.006817
1237,50,-5,16406,0.003083,-0.000365
1238,57,112,16352,0.003496,0.006841
1239,107,37,16397,0.006562,0.002301
1240,98,5,16398,0.005996,0.000321
1241,-9,43,16383,-0.000588,0.002631
1242,126,65,16402,0.007711,0.003979
1243,21,24,16378,0.001302,0.001518
1244,102,73,16378,0.006256,0.004510
1245,58,15,16375,0.003541,0.000936
1246,37,71,16322,0.002306,0.004374
1247,-27,59,16369,-0.001687,0.003659
1248,55,32,16354,0.003404,0.001962
1249,-9,10,16340,-0.000590,0.000627
1250,117,36,16404,0.007146,0.002205
1251,146,52,16381,0.008937,0.003195
1252,34,123,16367,0.002125,0.007518
1253,90,64,16353,0.005536,0.003935
1254,41,62,16374,0.002553,0.003826
1255,48,162,16390,0.002928,0.009942
1256,118,32,16345,0.007206,0.002000
1257,79,27,16365,0.004820,0.001680
1258,167,34,16386,0.010192,0.002112
1259,58,-53,16316,0.003548,-0.003253
1260,131,-29,16362,0.007998,-0.001784
1261,86,-35,16353,0.005281,-0.002195
1262,120,17,16360,0.007350,0.001045
1263,58,-26,16350,0.003579,-0.001640
1264,77,-15,16366,0.004713,-0.000918
1265,72,28,16409,0.004442,0.001719
1266,35,13,16354,0.002191,0.000839
1267,107,-39,16369,0.006581,-0.002436
1268,105,-68,16410,0.006427,-0.004155
1269,100,17,16347,0.006123,0.001073
1270,144,-3,16405,0.008807,-0.000191
1271,137,-123,16361,0.008383,-0.007504
1272,44,-62,16404,0.002737,-0.003788
1273,78,-41,16379,0.004795,-0.002506
1274,26,-13,16368,0.001607,-0.000811
1275,54,-9,16359,0.003339,-0.000552
1276,20,-41,16345,0.001251,-0.002554
1277,125,-28,16362,0.007681,-0.001764
1278,60,-56,16382,0.003674,-0.003429
1279,27,-93,16360,0.001682,-0.005733
1280,92,-74,16353,0.005664,-0.004574
1281,-76,-62,16354,-0.004690,-0.003799
1282,-73,-65,16385,-0.004486,-0.004014
1283,60,-157,16391,0.003672,-0.009608
1284,19,-84,16344,0.001190,-0.005173
1285,24,-62,16345,0.001482,-0.003828
1286,-57,-79,16371,-0.003530,-0.004844
1287,1,-77,16399,0.000097,-0.004730
1288,96,-41,16390,0.005894,-0.002504
1289,33,-117,16331,0.002074,-0.007169
1290,-2,-143,16356,-0.000171,-0.008769
1291,-37,-79,16340,-0.002276,-0.004869
1292,-39,-23,16357,-0.002419,-0.001460
1293,-129,22,16403,-0.007895,0.001395
1294,-16,-20,16329,-0.001002,-0.001225
1295,8,-128,16325,0.000500,-0.007869
1296,-115,-66,16345,-0.007018,-0.004043
1297,-74,-40,16373,-0.004523,-0.002446
1298,-102,-41,16381,-0.006251,-0.002543
1299,-96,-21,16377,-0.005906,-0.001309
1300,-50,-90,16396,-0.003070,-0.005519
1301,-158,-39,16324,-0.009694,-0.002405
1302,-29,-19,16398,-0.001798,-0.001163
1303,-25,3,16361,-0.001567,0.000237
1304,-78,-73,16388,-0.004758,-0.004466
1305,-190,-47,16338,-0.011610,-0.002887
1306,-119,-159,16371,-0.007307,-0.009759
1307,-12,-54,16377,-0.000754,-0.003303
1308,-211,-45,16401,-0.012909,-0.002799
1309,-93,-66,16334,-0.005724,-0.004067
1310,-136,-4,16375,-0.008313,-0.000290
1311,-39,-12,16348,-0.002436,-0.000732
1312,-113,-116,16388,-0.006936,-0.007117
1313,-61,8,16395,-0.003744,0.000533
